Commentaire,star,date,client,reponse,source,company,ville,maj,date_commande,ecart,clean_comment,comment_id,qualité produit,service livraison,service client
Expédition et livraison très rapide . Arrivé avant la date énoncé .,5,2020-07-28,,,TrustedShop,ShowRoom,,,2020-07-16,12.0,expédition et livraison très rapide . arrivé avant la date énoncé .,7023,0,1,0
"La pointure ne correspond pas . J'ai commandé un 36 molly braken , reçu un 36 qui correspond à un 38 ! Frais de retour trop élevés C'est pas commercial",2,2020-07-28,ness p .,,TrustedShop,ShowRoom,lorient,,,,"la pointure ne correspond pas . j'ai commandé un 36 molly braken , reçu un 36 qui correspond à un 38 ! frais de retour trop élevés c'est pas commercial",7025,1,0,0
"j'ai bien reçu ma commande mais un flacon de liquide vaisselle est à moitié vide , Et par ailleurs je n'ai toujours pas reçu le reste d'une précédente commande . Commande numéro : 193155222 // colis numéro : 6Q04002420057 // statut : En cours de préparation le 06/06/2020 .",2,2020-07-28,,,TrustedShop,ShowRoom,,,,,"j'ai bien reçu ma commande mais un flacon de liquide vaisselle est à moitié vide , et par ailleurs je n'ai toujours pas reçu le reste d'une précédente commande . commande numéro : 193155222 // colis numéro : 6q04002420057 // statut : en cours de préparation le 06/06/2020 .",7026,0,1,0
Je suis très contente de mon achat . Les vêtements sont de bonne qualité .,5,2020-07-28,,,TrustedShop,ShowRoom,,,,,je suis très contente de mon achat . les vêtements sont de bonne qualité .,7027,1,0,0
Qualité des produits franchement rien à dire c'est du haut de gamme mais juste le délai de livraison est un peu longue .,4,2020-07-28,WAGIH R .,,TrustedShop,ShowRoom,GENNEVILLIERS,,2020-07-08,20.0,qualité des produits franchement rien à dire c'est du haut de gamme mais juste le délai de livraison est un peu longue .,7029,1,1,0
Commande taxée ( Frais de douane ) à la livraison . Articles abîmés par rapport à l'emballage plastique au lieu d'un carton . J'ai gardé les articles mais je suis déçue par rapport au coût total de la commande .,2,2020-07-28,Arlette B .,,TrustedShop,ShowRoom,Saint leu,,,,commande taxée ( frais de douane ) à la livraison . articles abîmés par rapport à l'emballage plastique au lieu d'un carton . j'ai gardé les articles mais je suis déçue par rapport au coût total de la commande .,7031,0,1,0
Très bien .Conforme à la photo .,5,2020-07-28,,,TrustedShop,ShowRoom,,,2020-07-05,23.0,très bien .conforme à la photo .,7032,1,0,0
Livraison dans le délai annoncé . Les montres Ice Watch sont bien emballées dans des coffrets et elles sont superbes . Je suis très contente de mon achat .,5,2020-07-28,,,TrustedShop,ShowRoom,,,2020-07-10,18.0,livraison dans le délai annoncé . les montres ice watch sont bien emballées dans des coffrets et elles sont superbes . je suis très contente de mon achat .,7033,0,1,0
"Le jeans est parfait , par contre la qualité du sac est très moyenne . Merci",4,2020-07-28,,,TrustedShop,ShowRoom,,,2020-07-17,11.0,"le jeans est parfait , par contre la qualité du sac est très moyenne . merci",7035,1,0,0
"Produit conforme à la description . Le seul bémol concerne la livraison . J'avais choisi un point retrait et celui ci ne délivre les colis que l'après midi . N'étant pas informée , j ' y suis allée le matin donc dommage de devoir faire deux allers retours surtout quand on a 40 minutes de route ( A/R ) .",4,2020-07-28,,,TrustedShop,ShowRoom,,,2020-07-02,26.0,"produit conforme à la description . le seul bémol concerne la livraison . j'avais choisi un point retrait et celui ci ne délivre les colis que l'après midi . n'étant pas informée , j ' y suis allée le matin donc dommage de devoir faire deux allers retours surtout quand on a 40 minutes de route ( a/r ) .",7036,1,1,0
J'ai été livrée avant la date limite de livraison ... C ' est plutôt bien .,4,2020-07-28,,,TrustedShop,ShowRoom,,,,,j'ai été livrée avant la date limite de livraison ... c ' est plutôt bien .,7039,0,1,0
"Livraison rapide , produit conforme à la commande",5,2020-07-28,,,TrustedShop,ShowRoom,,,2020-07-02,26.0,"livraison rapide , produit conforme à la commande",7040,1,1,0
Heureuse de voir arriver mon colis dans de bonne condition . Merci pour votre professionnalisme . A bientôt .,4,2020-07-28,Guylene T .,,TrustedShop,ShowRoom,Tournon sur Rhone,,,,heureuse de voir arriver mon colis dans de bonne condition . merci pour votre professionnalisme . a bientôt .,7042,0,1,0
Le carton était abîmer,4,2020-07-28,,,TrustedShop,ShowRoom,,,2020-07-06,22.0,le carton était abîmer,7044,0,1,0
Très bon produit de très bonne qualité,4,2020-07-28,,,TrustedShop,ShowRoom,,,2020-07-04,24.0,très bon produit de très bonne qualité,7045,1,0,0
Envoi rapide . Produit de qualité .,4,2020-07-28,,,TrustedShop,ShowRoom,,,2020-07-16,12.0,envoi rapide . produit de qualité .,7047,1,0,0
"Article peu ressemblant à la photo , mauvaise qualité",3,2020-07-28,,,TrustedShop,ShowRoom,,,2020-07-01,27.0,"article peu ressemblant à la photo , mauvaise qualité",7048,1,0,0
"Je n ’ ai pas reçu la totalité de ma commande , un article à été annulé et a ce jour , je ne sais pas pourquoi , je suis très déçue . Par contre , je suis satisfaite de l ’ article reçu , dommage que je n ’ ai pas eu la totalité de ma commande , je l ’ attendais avec impatience .",3,2020-07-28,Isabelle G .,,TrustedShop,ShowRoom,CARQUEFOU,,2020-07-06,22.0,"je n ’ ai pas reçu la totalité de ma commande , un article à été annulé et a ce jour , je ne sais pas pourquoi , je suis très déçue . par contre , je suis satisfaite de l ’ article reçu , dommage que je n ’ ai pas eu la totalité de ma commande , je l ’ attendais avec impatience .",7049,0,0,1
Bonjour j ’ adore la marque très d ’ asti faite de ma commande les sandales me vont bien je recommande la marque de très bonne qualité pour tout la famille,5,2020-07-28,,,TrustedShop,ShowRoom,,,2020-07-19,9.0,bonjour j ’ adore la marque très d ’ asti faite de ma commande les sandales me vont bien je recommande la marque de très bonne qualité pour tout la famille,7050,1,0,0
Jolies dessous invisibles et la culotte avec effet push up sublime le tombé des vêtements .,5,2020-07-28,Dior O .,,TrustedShop,ShowRoom,Schoelcher,,,,jolies dessous invisibles et la culotte avec effet push up sublime le tombé des vêtements .,7051,1,0,0
Au delà du fait qu ’ il taille grand j ’ ai été déçu de la couleur rouge qui est plutôt orangé et déçu de l ’ aspect du tissu trop brillant .,4,2020-07-28,Dior O .,,TrustedShop,ShowRoom,Schoelcher,,,,au delà du fait qu ’ il taille grand j ’ ai été déçu de la couleur rouge qui est plutôt orangé et déçu de l ’ aspect du tissu trop brillant .,7052,1,0,0
Rien à redire : article nickel et livraison plus sue rapide,5,2020-07-28,,,TrustedShop,ShowRoom,,,2020-07-21,7.0,rien à redire : article nickel et livraison plus sue rapide,7053,0,1,0
"Boite à pain cassé dans le colis pas assez protégé dommage pour moi car elle me plaisait beaucoup et le retour est a ma charge alors que je n ' y suis pour rien ? Je ne comprends pas qu'il n ' y es pas un échange , ?",3,2020-07-28,Françoise M .,,TrustedShop,ShowRoom,Montreuil,,,,"boite à pain cassé dans le colis pas assez protégé dommage pour moi car elle me plaisait beaucoup et le retour est a ma charge alors que je n ' y suis pour rien ? je ne comprends pas qu'il n ' y es pas un échange , ?",7054,1,1,0
je n ai pas recu le produit que j avais commandé car c est en rupture de stock mais on paie quand même les frais de livraison qui n a jamais été livré c est inamissible,2,2020-07-27,,,TrustedShop,ShowRoom,,,,,je n ai pas recu le produit que j avais commandé car c est en rupture de stock mais on paie quand même les frais de livraison qui n a jamais été livré c est inamissible,7060,0,1,0
"J ’ ai été très déçue des articles que j ’ ai reçu , outre le fait qu ’ ils taillaient grand , la qualité était très ordinaire et donc les prix forts très très exagérés ! ! !",4,2020-07-27,,,TrustedShop,ShowRoom,,,2020-07-17,10.0,"j ’ ai été très déçue des articles que j ’ ai reçu , outre le fait qu ’ ils taillaient grand , la qualité était très ordinaire et donc les prix forts très très exagérés ! ! !",7061,1,0,0
mon paquet est arrivé OUVERT ! bien sur le livreur a attendu que je vérifie si tous les produits y étaient ... sinon ça aurai donné juste une demi etoile !,3,2020-07-27,Maria T .,,TrustedShop,ShowRoom,Duttlenheim,,2020-07-05,22.0,mon paquet est arrivé ouvert ! bien sur le livreur a attendu que je vérifie si tous les produits y étaient ... sinon ça aurai donné juste une demi etoile !,7062,0,1,0
Bonjour . J'ai pas reçu ma commande ... J'espère qui je va recevoir les prochains jours ci non je va faire une réclamation .,1,2020-07-27,,,TrustedShop,ShowRoom,,,2020-07-10,17.0,bonjour . j'ai pas reçu ma commande ... j'espère qui je va recevoir les prochains jours ci non je va faire une réclamation .,7063,0,0,1
Livraison trop longue . Sinon rien a dire .,4,2020-07-27,,,TrustedShop,ShowRoom,,,2020-07-02,25.0,livraison trop longue . sinon rien a dire .,7064,0,1,0
la couleur ne me plait pas trop,4,2020-07-27,,,TrustedShop,ShowRoom,,,2020-06-29,28.0,la couleur ne me plait pas trop,7065,1,0,0
Bonne communication mais j ' ai été livré d un article a la mauvaise taille.j espère pouvoir être échangé ou remboursé .,3,2020-07-27,,,TrustedShop,ShowRoom,,,2020-07-16,11.0,bonne communication mais j ' ai été livré d un article a la mauvaise taille.j espère pouvoir être échangé ou remboursé .,7066,0,1,0
"Je n ’ ai pas reçu ma commande , le suivi de colis est inexistant . J ’ ai déjà alerté le service client qui m ’ a dit qu ’ il n ’ y aucun soucis avec ma commande ... je ne renouvellerai pas de commande chez vous",1,2020-07-27,,,TrustedShop,ShowRoom,,,2020-07-11,16.0,"je n ’ ai pas reçu ma commande , le suivi de colis est inexistant . j ’ ai déjà alerté le service client qui m ’ a dit qu ’ il n ’ y aucun soucis avec ma commande ... je ne renouvellerai pas de commande chez vous",7067,0,1,1
Point de relais change livraison trop longue,3,2020-07-27,,,TrustedShop,ShowRoom,,,,,point de relais change livraison trop longue,7069,0,1,0
Article au top et livraison rapide !,5,2020-07-27,,"Bonjour , Nous vous remercions de votre confiance et de votre fidélité . Ayoub",TrustedShop,ShowRoom,,,2020-07-19,8.0,article au top et livraison rapide !,7071,0,1,0
Les tabourets sont arrivés abîmés tous les 2 au niveau de l'assise ...,3,2020-07-27,,,TrustedShop,ShowRoom,,,2020-07-19,8.0,les tabourets sont arrivés abîmés tous les 2 au niveau de l'assise ...,7072,0,1,0
Commande conforme mais taille grand ( j'ai pris ma taille habituelle ),5,2020-07-27,Muscary C .,"Bonjour , Merci d'avoir partagé votre expérience avec nous , votre message illumine notre journée ! À très bientôt sur Showroomprive.com Ayoub",TrustedShop,ShowRoom,Longwy,,,,commande conforme mais taille grand ( j'ai pris ma taille habituelle ),7073,1,0,0
J'ai rien reçu c'est marqué livré mais ja rien reçu pour l'instant service client injouable,1,2020-07-27,Hayat R .,,TrustedShop,ShowRoom,Marseille,,2020-07-12,15.0,j'ai rien reçu c'est marqué livré mais ja rien reçu pour l'instant service client injouable,7074,0,1,1
Dommage que lesdélais de livraison soient aussi longs !,4,2020-07-27,Jacques P .,,TrustedShop,ShowRoom,Nevers,,2020-06-30,27.0,dommage que lesdélais de livraison soient aussi longs !,7075,0,1,0
"Super article , livraison très rapide",5,2020-07-27,,"Bonjour , Merci pour votre gentil message , nous sommes heureux de vous compter parmi nos clients . Ayoub",TrustedShop,ShowRoom,,,2020-07-21,6.0,"super article , livraison très rapide",7076,0,1,0
Bonjour Comment faire pour une réclamation ... il manque la ceinture de ma combinaison ...,2,2020-07-27,,,TrustedShop,ShowRoom,,,2020-07-20,7.0,bonjour comment faire pour une réclamation ... il manque la ceinture de ma combinaison ...,7077,0,0,1
"Parfait ! Livraison rapide , excellent conditionnement et produit de qualité .",5,2020-07-27,,"Bonjour , Nous vous remercions de votre confiance et de votre fidélité . Ayoub",TrustedShop,ShowRoom,,,2020-07-21,6.0,"parfait ! livraison rapide , excellent conditionnement et produit de qualité .",7078,1,1,0
Livraison conforme à mes attentes . C est un excellent investissement,5,,Nathalie L .,"Bonjour , Un grand merci pour cet avis ! Bonne journée de la part de toute l'équipe . Ayoub",TrustedShop,ShowRoom,GAS,,,,livraison conforme à mes attentes . c est un excellent investissement,7080,1,1,0
produits conformes au descriptif,5,2020-07-27,,"Bonjour , Nous vous remercions de votre confiance et de votre fidélité . Ayoub",TrustedShop,ShowRoom,,,,,produits conformes au descriptif,7082,1,0,0
"confortable a porter ensuite voir a long therme si le produit est conforme aux intentions indiquées c est a dire textile minceur triple action , a voir .",4,2020-07-27,pascal c .,,TrustedShop,ShowRoom,lageon,,,,"confortable a porter ensuite voir a long therme si le produit est conforme aux intentions indiquées c est a dire textile minceur triple action , a voir .",7083,1,0,0
Très déçue pour la robe . Celle-ci est transparente . Livraison en retard mais ce n'est certainement pas votre faute car problème avec la Poste,3,2020-07-27,,,TrustedShop,ShowRoom,,,,,très déçue pour la robe . celle-ci est transparente . livraison en retard mais ce n'est certainement pas votre faute car problème avec la poste,7084,0,1,0
